"id","associated_table_id:id","code","description","reference"
"catalog_sunat_7_35","7","35","Documento del Partícipe",
"catalog_sunat_7_36","7","36","Recibo de Distribución de Gas Natural",
"catalog_sunat_7_37","7","37","Documentos que emitan los concesionarios del servicio de revisiones técnicas vehiculares, por la prestación de dicho servicio",
"catalog_sunat_7_40","7","40","Comprobante de Percepción",
"catalog_sunat_7_41","7","41","Comprobante de Percepción - Venta interna",
"catalog_sunat_7_42","7","42","Documentos emitidos por las empresas que desempeñan el rol adquiriente en los sistemas de pago mediante tarjetas de crédito emitidas por ellas mismas",
"catalog_sunat_7_43","7","43","Boletos emitidos por las Compañías de Aviación Comercial que prestan servicios de transporte aéreo no regular de pasajeros y transporte aéreo especial de pasajeros.",
"catalog_sunat_7_44","7","44","Billetes de lotería, rifas y apuestas. ",
"catalog_sunat_7_45","7","45","Documentos emitidos por centros educativos y culturales, universidades, asociaciones y fundaciones, en lo referente a actividades no gravadas con tributos administrados por la SUNAT.",
"catalog_sunat_7_46","7","46","Formulario de Declaración - pago o Boleta de pago de tributos Internos",
"catalog_sunat_7_48","7","48","Comprobante de Operaciones - Ley N° 29972",
"catalog_sunat_7_49","7","49","Constancia de Depósito - IVAP (Ley 28211)",
"catalog_sunat_7_50","7","50","Declaración Única de Aduanas - Importación definitiva                 ",
"catalog_sunat_7_51","7","51","Póliza o DUI Fraccionada",
"catalog_sunat_7_52","7","52","Despacho Simplificado - Importación Simplificada                        ",
"catalog_sunat_7_53","7","53","Declaración de Mensajería o Courier                                         ",
"catalog_sunat_7_54","7","54","Liquidación de Cobranza                                                     ",
"catalog_sunat_7_55","7","55","BVME para transporte ferroviario de pasajeros",
"catalog_sunat_7_56","7","56","Comprobante de pago SEAE",
"catalog_sunat_7_87","7","87","Nota de Crédito Especial",
"catalog_sunat_7_88","7","88","Nota de Débito Especial",
"catalog_sunat_7_89","7","89","Nota de Ajuste de Operaciones - Ley N° 29972",
"catalog_sunat_7_91","7","91","Comprobante de No Domiciliado                                                 ",
"catalog_sunat_7_96","7","96","Exceso de crédito fiscal por retiro de bienes                           ",
"catalog_sunat_7_97","7","97","Nota de Crédito - No Domiciliado",
"catalog_sunat_7_98","7","98","Nota de Débito - No Domiciliado",
"catalog_sunat_8_019","8","019","TUMBES",
"catalog_sunat_8_028","8","028","TALARA",
"catalog_sunat_8_046","8","046","PAITA",
"catalog_sunat_8_055","8","055","CHICLAYO",
"catalog_sunat_8_082","8","082","SALAVERRY",
"catalog_sunat_8_091","8","091","CHIMBOTE",
"catalog_sunat_8_118","8","118","MARÍTIMA DEL CALLAO",
"catalog_sunat_8_127","8","127","PISCO",
"catalog_sunat_8_145","8","145","MOLLENDO MATARANI",
"catalog_sunat_8_154","8","154","AREQUIPA",
"catalog_sunat_8_163","8","163","ILO",
"catalog_sunat_8_172","8","172","TACNA",
"catalog_sunat_8_181","8","181","PUNO",
"catalog_sunat_8_190","8","190","CUZCO",
"catalog_sunat_8_217","8","217","PUCALLPA",
"catalog_sunat_8_226","8","226","IQUITOS",
"catalog_sunat_8_235","8","235","AÉREA DEL CALLAO",
"catalog_sunat_8_244","8","244","POSTAL DE LIMA",
"catalog_sunat_8_262","8","262","DESAGUADERO",
"catalog_sunat_8_271","8","271","TARAPOTO",
"catalog_sunat_8_280","8","280","PUERTO MALDONADO",
"catalog_sunat_8_299","8","299","LA TINA",
"catalog_sunat_8_884","8","884","DEPENDENCIA FERROVIARIA TACNA",
"catalog_sunat_8_893","8","893","DEPENDENCIA POSTAL TACNA",
"catalog_sunat_8_910","8","910","DEPENDENCIA POSTAL AREQUIPA",
"catalog_sunat_8_929","8","929","COMPLEJO FRONTERIZO STA ROSA TACNA",
"catalog_sunat_8_938","8","938","TERMINAL TERRESTRE TACNA",
"catalog_sunat_8_947","8","947","AEROPUERTO TACNA",
"catalog_sunat_8_956","8","956","CETICOS TACNA",
"catalog_sunat_8_965","8","965","DEPENDENCIA POSTAL DE SALAVERRY",
"catalog_sunat_9_01","9","01","VENTA NACIONAL",
"catalog_sunat_9_02","9","02","COMPRA NACIONAL",
"catalog_sunat_9_03","9","03","CONSIGNACIÓN RECIBIDA",
"catalog_sunat_9_04","9","04","CONSIGNACIÓN ENTREGADA",
"catalog_sunat_9_05","9","05","DEVOLUCIÓN RECIBIDA",
"catalog_sunat_9_06","9","06","DEVOLUCIÓN ENTREGADA",
"catalog_sunat_9_07","9","07","BONIFICACIÓN",
"catalog_sunat_9_08","9","08","PREMIO",
"catalog_sunat_9_09","9","09","DONACIÓN",
"catalog_sunat_9_10","9","10","SALIDA A PRODUCCIÓN",
"catalog_sunat_9_11","9","11","SALIDA POR TRANSFERENCIA ENTRE ALMACENES ",
"catalog_sunat_9_12","9","12","RETIRO",
"catalog_sunat_9_13","9","13","MERMAS",
"catalog_sunat_9_14","9","14","DESMEDROS",
"catalog_sunat_9_15","9","15","DESTRUCCIÓN",
"catalog_sunat_9_16","9","16","SALDO INICIAL",
"catalog_sunat_9_17","9","17","EXPORTACIÓN",
"catalog_sunat_9_18","9","18","IMPORTACIÓN",
"catalog_sunat_9_19","9","19","ENTRADA DE PRODUCCIÓN",
"catalog_sunat_9_20","9","20","ENTRADA POR DEVOLUCIÓN DE PRODUCCIÓN",
"catalog_sunat_9_21","9","21","ENTRADA POR TRANSFERENCIA ENTRE ALMACENES ",
"catalog_sunat_9_22","9","22","ENTRADA POR IDENTIFICACIÓN ERRONEA",
"catalog_sunat_9_23","9","23","SALIDA POR IDENTIFICACIÓN ERRONEA",
"catalog_sunat_9_24","9","24","ENTRADA POR DEVOLUCIÓN DEL CLIENTE",
"catalog_sunat_9_25","9","25","SALIDA POR DEVOLUCIÓN AL PROVEEDOR",
"catalog_sunat_9_26","9","26","ENTRADA PARA SERVICIO DE PRODUCCIÓN",
"catalog_sunat_9_27","9","27","SALIDA POR SERVICIO DE PRODUCCIÓN",
"catalog_sunat_9_28","9","28","AJUSTE POR DIFERENCIA DE INVENTARIO",
"catalog_sunat_9_29","9","29","ENTRADA DE BIENES EN PRÉSTAMO",
"catalog_sunat_9_30","9","30","SALIDA DE BIENES EN PRÉSTAMO",
"catalog_sunat_9_31","9","31","ENTRADA DE BIENES EN CUSTODIA",
"catalog_sunat_9_32","9","32","SALIDA DE BIENES EN CUSTODIA",
"catalog_sunat_9_33","9","33","MUESTRAS MÉDICAS",
"catalog_sunat_9_34","9","34","PUBLICIDAD",
"catalog_sunat_9_35","9","35","GASTOS DE REPRESENTACIÓN",
"catalog_sunat_9_36","9","36","RETIRO PARA ENTREGA A TRABAJADORES",
"catalog_sunat_9_37","9","37","RETIRO POR CONVENIO COLECTIVO",
"catalog_sunat_9_38","9","38","RETIRO POR SUSTITUCIÓN DE BIEN SINIESTRADO",
"catalog_sunat_9_91","9","91","OTROS 1",
"catalog_sunat_9_92","9","92","OTROS 2",
"catalog_sunat_9_93","9","93","OTROS 3",
"catalog_sunat_9_94","9","94","OTROS 4",
"catalog_sunat_9_95","9","95","OTROS 5",
"catalog_sunat_9_96","9","96","OTROS 6",
"catalog_sunat_9_97","9","97","OTROS 7",
"catalog_sunat_9_98","9","98","OTROS 8",
"catalog_sunat_9_99","9","99","OTROS ",
"catalog_sunat_10_1","10","1","NACIONES UNIDAS",
"catalog_sunat_10_3","10","3","GS1 (EAN-UCC)",
"catalog_sunat_10_9","10","9","OTROS",
"catalog_sunat_11_1","11","1","PROMEDIO PONDERADO",
"catalog_sunat_11_2","11","2","PRIMERAS ENTRADAS, PRIMERAS SALIDAS",
"catalog_sunat_11_3","11","3","EXISTENCIAS BÁSICAS",
"catalog_sunat_11_4","11","4","DETALLISTA",
"catalog_sunat_11_5","11","5","IDENTIFICACIÓN ESPECÍFICA",
"catalog_sunat_11_9","11","9","OTROS",
"catalog_sunat_12_01","12","01","VALORES EMITIDOS O GARANTIZADOS POR EL ESTADO",
"catalog_sunat_12_02","12","02","VALORES EMITIDOS O GARANTIZADOS POR EL SISTEMA FINANCIERO",
"catalog_sunat_12_03","12","03","VALORES EMITIDOS POR LA EMPRESA",
"catalog_sunat_12_04","12","04","OTROS INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DEUDA",
"catalog_sunat_12_05","12","05","CERTIFICADOS DE SUSCRIPCIÓN PREFERENTE",
"catalog_sunat_12_06","12","06","ACCIONES REPRESENTATIVAS DE CAPITAL SOCIAL",
"catalog_sunat_12_07","12","07","ACCIONES DE INVERSIÓN",
"catalog_sunat_12_08","12","08","CERTIFICADO DE PARTICIPACIÓN DE FONDOS",
"catalog_sunat_12_09","12","09","ASOCIACIONES EN PARTICIPACIÓN Y CONSORCIOS",
"catalog_sunat_12_10","12","10","OTROS INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DERECHO PATRIMONIAL",
"catalog_sunat_12_99","12","99","OTROS TÍTULOS",
"catalog_sunat_13_01","13","01","ACCIONES CON DERECHO A VOTO",
"catalog_sunat_13_02","13","02","ACCIONES SIN DERECHO A VOTO",
"catalog_sunat_13_03","13","03","PARTICIPACIONES",
"catalog_sunat_13_04","13","04","OTROS",
"catalog_sunat_14_01","14","01","PLAN CONTABLE GENERAL EMPRESARIAL",
"catalog_sunat_14_02","14","02","PLAN CONTABLE GENERAL REVISADO",
"catalog_sunat_14_03","14","03","PLAN DE CUENTAS PARA EMPRESAS DEL SISTEMA FINANCIERO, SUPERVISADAS POR SBS",
"catalog_sunat_14_04","14","04","PLAN DE CUENTAS PARA ENTIDADES PRESTADORAS DE SALUD, SUPERVISADAS POR SBS",
"catalog_sunat_14_05","14","05","PLAN DE CUENTAS PARA EMPRESAS DEL SISTEMA ASEGURADOR, SUPERVISADAS POR SBS",
"catalog_sunat_14_06","14","06","PLAN DE CUENTAS DE LAS ADMINISTRADORAS PRIVADAS DE FONDOS DE PENSIONES, SUPERVISADAS POR SBS",
"catalog_sunat_14_07","14","07","PLAN CONTABLE GUBERNAMENTAL",
"catalog_sunat_14_99","14","99","OTROS",
"catalog_sunat_15_1","15","1","NO REVALUADO O REVALUADO SIN EFECTO TRIBUTARIO",
"catalog_sunat_15_2","15","2","REVALUADO CON EFECTO TRIBUTARIO",
"catalog_sunat_16_1","16","1","ACTIVOS EN DESUSO",
"catalog_sunat_16_2","16","2","ACTIVOS OBSOLETOS",
"catalog_sunat_16_9","16","9","RESTO DE ACTIVOS",
"catalog_sunat_17_1","17","1","LINEA RECTA",
"catalog_sunat_17_2","17","2","UNIDADES PRODUCIDAS",
"catalog_sunat_17_9","17","9","OTROS",
"catalog_sunat_18_1","18","1","PROCESO PRODUCTIVO",
"catalog_sunat_18_2","18","2","LÍNEA DE PRODUCCIÓN",
"catalog_sunat_18_3","18","3","PRODUCTO",
"catalog_sunat_18_4","18","4","PROYECTO",
"catalog_sunat_18_9","18","9","OTROS",
"catalog_sunat_19_01","19","01","SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL",
"catalog_sunat_19_02","19","02","SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL",
"catalog_sunat_19_03","19","03","SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL",
"catalog_sunat_19_04","19","04","SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP)",
"catalog_sunat_19_05","19","05","SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACIÓN",
"catalog_sunat_19_06","19","06","SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSIÓN",
"catalog_sunat_19_07","19","07","SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS",
"catalog_sunat_19_08","19","08","SUPERINTENDENCIA DEL MERCADO DE VALORES - ICLV",
"catalog_sunat_19_09","19","09","OTROS NO CONSIDERADOS EN LOS ANTERIORES",
"catalog_sunat_20_00","20","00","NINGUNO",
"catalog_sunat_20_01","20","01","CANADA",
"catalog_sunat_20_02","20","02","CHILE",
"catalog_sunat_20_03","20","03","COMUNIDAD ANDINA DE NACIONES (CAN)",
"catalog_sunat_20_04","20","04","BRASIL",
"catalog_sunat_20_05","20","05","ESTADOS UNIDOS MEXICANOS",
"catalog_sunat_20_06","20","06","REPUBLICA DE COREA",
"catalog_sunat_20_07","20","07","CONFEDERACIÓN SUIZA",
"catalog_sunat_20_08","20","08","PORTUGAL",
"catalog_sunat_20_09","20","09","OTROS",
"catalog_sunat_21_1","21",1,"MERCADERIA, MATERIA PRIMA, SUMINISTRO, ENVASES Y EMBALAJES",
"catalog_sunat_21_2","21",2,"ACTIVO FIJO",
"catalog_sunat_21_3","21",3,"OTROS ACTIVOS NO CONSIDERADOS EN LOS NUMERALES 1 Y 2",
"catalog_sunat_21_4","21",4,"GASTOS DE EDUCACIÓN, RECREACIÓN, SALUD, CULTURALES. REPRESENTACIÓN, CAPACITACIÓN, DE VIAJE, MANTENIMIENTO DE VEHICULO Y  DE PREMIOS",
"catalog_sunat_21_5","21",5,"OTROS GASTOS NO INCLUIDOS EN EL NUMERAL 4",
"catalog_sunat_22_1","22",1,"SERVICIO PRESTADO INTEGRAMENTE EN EL PERÚ",
"catalog_sunat_22_2","22",2,"SERVICIO PRESTADO PARTE EN EL PERÚ Y PARTE EN EL EXTRANJERO",
"catalog_sunat_22_3","22",3,"SERVICIO PRESTADO EXCLUSIVAMENTE EN EL EXTRANJERO",
"catalog_sunat_23_1","23",1,"Los intereses provenientes de créditos de fomento otorgados directamente o mediante proveedores o intermediarios financieros por organismos internacionales o instituciones gubernamentales extranjeras.",
"catalog_sunat_23_2","23",2,"Las rentas de los inmuebles de propiedad de organismos internacionales que les sirvan de sede. ",
"catalog_sunat_23_3","23",3,"Las remuneraciones que perciban, por el ejercicio de su cargo en el país, los funcionarios y empleados considerados como tales dentro de la estructura organizacional de los gobiernos extranjeros, instituciones oficiales extranjeras y organismos internacionales, siempre que los convenios constitutivos así lo establezcan. ",
"catalog_sunat_23_4","23",4,"Los ingresos brutos que perciben las representaciones deportivas nacionales de países extranjeros por sus actuaciones en el país.",
"catalog_sunat_23_5","23",5,"Las regalías por asesoramiento técnico, económico, financiero, o de otra índole, prestados desde el exterior por entidades estatales u organismos internacionales.",
"catalog_sunat_23_6","23",6,"Los ingresos extranjeros por los espectáculos en vivo de teatro, zarzuela, conciertos de música clásica, ópera, opereta, ballet y folclor, calificados como espectáculos públicos culturales por el Instituto Nacional de Cultura, realizados en el país. brutos que perciben las representaciones de países. ",
"catalog_sunat_24_9001","24",9001,"BOUVET ISLAND",
"catalog_sunat_24_9002","24",9002,"COTE D'IVOIRE",
"catalog_sunat_24_9003","24",9003,"FALKLAND ISLANDS (MALVINAS)",
"catalog_sunat_24_9004","24",9004,"FRANCE, METROPOLITAN",
"catalog_sunat_24_9005","24",9005,"FRENCH SOUTHERN TERRITORIES",
"catalog_sunat_24_9006","24",9006,"HEARD AND MC DONALD ISLANDS",
"catalog_sunat_24_9007","24",9007,"MAYOTTE",
"catalog_sunat_24_9008","24",9008,"SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS",
"catalog_sunat_24_9009","24",9009,"SVALBARD AND JAN MAYEN ISLANDS",
"catalog_sunat_24_9010","24",9010,"UNITED STATES MINOR OUTLYING ISLANDS",
"catalog_sunat_24_9011","24",9011,"OTROS PAISES O LUGARES",
"catalog_sunat_24_9013","24",9013,"AFGANISTAN",
"catalog_sunat_24_9017","24",9017,"ALBANIA",
"catalog_sunat_24_9019","24",9019,"ALDERNEY",
"catalog_sunat_24_9023","24",9023,"ALEMANIA",
"catalog_sunat_24_9026","24",9026,"ARMENIA",
"catalog_sunat_24_9027","24",9027,"ARUBA",
"catalog_sunat_24_9028","24",9028,"ASCENCI?N",
"catalog_sunat_24_9029","24",9029,"BOSNIA-HERZEGOVINA",
"catalog_sunat_24_9031","24",9031,"BURKINA FASO",
"catalog_sunat_24_9037","24",9037,"ANDORRA",
"catalog_sunat_24_9040","24",9040,"ANGOLA",
"catalog_sunat_24_9041","24",9041,"ANGUILLA",
"catalog_sunat_24_9043","24",9043,"ANTIGUA Y BARBUDA",
"catalog_sunat_24_9047","24",9047,"ANTILLAS HOLANDESAS",
"catalog_sunat_24_9053","24",9053,"ARABIA SAUDITA",
"catalog_sunat_24_9059","24",9059,"ARGELIA",
"catalog_sunat_24_9063","24",9063,"ARGENTINA",
"catalog_sunat_24_9069","24",9069,"AUSTRALIA",
"catalog_sunat_24_9072","24",9072,"AUSTRIA",
"catalog_sunat_24_9074","24",9074,"AZERBAIJAN",
"catalog_sunat_24_9077","24",9077,"BAHAMAS",
"catalog_sunat_24_9080","24",9080,"BAHREIN",
"catalog_sunat_24_9081","24",9081,"BANGLADESH",
"catalog_sunat_24_9083","24",9083,"BARBADOS",
"catalog_sunat_24_9087","24",9087,"BELGICA",
"catalog_sunat_24_9088","24",9088,"BELICE",
"catalog_sunat_24_9090","24",9090,"BERMUDAS",
"catalog_sunat_24_9091","24",9091,"BELARUS",
"catalog_sunat_24_9093","24",9093,"MYANMAR",
"catalog_sunat_24_9097","24",9097,"BOLIVIA",
"catalog_sunat_24_9101","24",9101,"BOTSWANA",
"catalog_sunat_24_9105","24",9105,"BRASIL",
"catalog_sunat_24_9108","24",9108,"BRUNEI DARUSSALAM",
"catalog_sunat_24_9111","24",9111,"BULGARIA",
"catalog_sunat_24_9115","24",9115,"BURUNDI",
"catalog_sunat_24_9119","24",9119,"BUTAN",
"catalog_sunat_24_9127","24",9127,"CABO VERDE",
"catalog_sunat_24_9137","24",9137,"CAIMAN,ISLAS",
"catalog_sunat_24_9141","24",9141,"CAMBOYA",
"catalog_sunat_24_9145","24",9145,"CAMERUN,REPUBLICA UNIDA DEL",
"catalog_sunat_24_9147","24",9147,"CAMPIONE D?TALIA",
"catalog_sunat_24_9149","24",9149,"CANADA",
"catalog_sunat_24_9155","24",9155,"CANAL (NORMANDAS), ISLAS",
"catalog_sunat_24_9157","24",9157,"CANTON Y ENDERBURRY",
"catalog_sunat_24_9159","24",9159,"SANTA SEDE",
"catalog_sunat_24_9165","24",9165,"COCOS (KEELING),ISLAS",
"catalog_sunat_24_9169","24",9169,"COLOMBIA",
"catalog_sunat_24_9173","24",9173,"COMORAS",
"catalog_sunat_24_9177","24",9177,"CONGO",
"catalog_sunat_24_9183","24",9183,"COOK, ISLAS",
"catalog_sunat_24_9187","24",9187,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",
"catalog_sunat_24_9190","24",9190,"COREA (SUR), REPUBLICA DE",
"catalog_sunat_24_9193","24",9193,"COSTA DE MARFIL",
"catalog_sunat_24_9196","24",9196,"COSTA RICA",
"catalog_sunat_24_9198","24",9198,"CROACIA",
"catalog_sunat_24_9199","24",9199,"CUBA",
"catalog_sunat_24_9203","24",9203,"CHAD",
"catalog_sunat_24_9207","24",9207,"CHECOSLOVAQUIA",
"catalog_sunat_24_9211","24",9211,"CHILE",
"catalog_sunat_24_9215","24",9215,"CHINA",
"catalog_sunat_24_9218","24",9218,"TAIWAN (FORMOSA)",
"catalog_sunat_24_9221","24",9221,"CHIPRE",
"catalog_sunat_24_9229","24",9229,"BENIN",
"catalog_sunat_24_9232","24",9232,"DINAMARCA",
"catalog_sunat_24_9235","24",9235,"DOMINICA",
"catalog_sunat_24_9239","24",9239,"ECUADOR",
"catalog_sunat_24_9240","24",9240,"EGIPTO",
"catalog_sunat_24_9242","24",9242,"EL SALVADOR",
"catalog_sunat_24_9243","24",9243,"ERITREA",
"catalog_sunat_24_9244","24",9244,"EMIRATOS ARABES UNIDOS",
"catalog_sunat_24_9245","24",9245,"ESPA?A",
"catalog_sunat_24_9246","24",9246,"ESLOVAQUIA",
"catalog_sunat_24_9247","24",9247,"ESLOVENIA",
"catalog_sunat_24_9249","24",9249,"ESTADOS UNIDOS",
"catalog_sunat_24_9251","24",9251,"ESTONIA",
"catalog_sunat_24_9253","24",9253,"ETIOPIA",
"catalog_sunat_24_9259","24",9259,"FEROE, ISLAS",
"catalog_sunat_24_9267","24",9267,"FILIPINAS",
"catalog_sunat_24_9271","24",9271,"FINLANDIA",
"catalog_sunat_24_9275","24",9275,"FRANCIA",
"catalog_sunat_24_9281","24",9281,"GABON",
"catalog_sunat_24_9285","24",9285,"GAMBIA",
"catalog_sunat_24_9286","24",9286,"GAZA Y JERICO",
"catalog_sunat_24_9287","24",9287,"GEORGIA",
"catalog_sunat_24_9289","24",9289,"GHANA",
"catalog_sunat_24_9293","24",9293,"GIBRALTAR",
"catalog_sunat_24_9297","24",9297,"GRANADA",
"catalog_sunat_24_9301","24",9301,"GRECIA",
"catalog_sunat_24_9305","24",9305,"GROENLANDIA",
"catalog_sunat_24_9309","24",9309,"GUADALUPE",
"catalog_sunat_24_9313","24",9313,"GUAM",
"catalog_sunat_24_9317","24",9317,"GUATEMALA",
"catalog_sunat_24_9325","24",9325,"GUAYANA FRANCESA",
"catalog_sunat_24_9327","24",9327,"GUERNSEY",
"catalog_sunat_24_9329","24",9329,"GUINEA",
"catalog_sunat_24_9331","24",9331,"GUINEA ECUATORIAL",
"catalog_sunat_24_9334","24",9334,"GUINEA-BISSAU",
"catalog_sunat_24_9337","24",9337,"GUYANA",
"catalog_sunat_24_9341","24",9341,"HAITI",
"catalog_sunat_24_9345","24",9345,"HONDURAS",
"catalog_sunat_24_9348","24",9348,"HONDURAS BRITANICAS",
"catalog_sunat_24_9351","24",9351,"HONG KONG",
"catalog_sunat_24_9355","24",9355,"HUNGRIA",
"catalog_sunat_24_9361","24",9361,"INDIA",
"catalog_sunat_24_9365","24",9365,"INDONESIA",
"catalog_sunat_24_9369","24",9369,"IRAK",
"catalog_sunat_24_9372","24",9372,"IRAN, REPUBLICA ISLAMICA DEL",
"catalog_sunat_24_9375","24",9375,"IRLANDA (EIRE)",
"catalog_sunat_24_9377","24",9377,"ISLA AZORES",
"catalog_sunat_24_9378","24",9378,"ISLA DEL MAN",
"catalog_sunat_24_9379","24",9379,"ISLANDIA",
"catalog_sunat_24_9380","24",9380,"ISLAS CANARIAS",
"catalog_sunat_24_9381","24",9381,"ISLAS DE CHRISTMAS",
"catalog_sunat_24_9382","24",9382,"ISLAS QESHM",
"catalog_sunat_24_9383","24",9383,"ISRAEL",
"catalog_sunat_24_9386","24",9386,"ITALIA",
"catalog_sunat_24_9391","24",9391,"JAMAICA",
"catalog_sunat_24_9395","24",9395,"JONSTON, ISLAS",
"catalog_sunat_24_9399","24",9399,"JAPON",
"catalog_sunat_24_9401","24",9401,"JERSEY",
"catalog_sunat_24_9403","24",9403,"JORDANIA",
"catalog_sunat_24_9406","24",9406,"KAZAJSTAN",
"catalog_sunat_24_9410","24",9410,"KENIA",
"catalog_sunat_24_9411","24",9411,"KIRIBATI",
"catalog_sunat_24_9412","24",9412,"KIRGUIZISTAN",
"catalog_sunat_24_9413","24",9413,"KUWAIT",
"catalog_sunat_24_9418","24",9418,"LABUN",
"catalog_sunat_24_9420","24",9420,"LAOS, REPUBLICA POPULAR DEMOCRATICA DE",
"catalog_sunat_24_9426","24",9426,"LESOTHO",
"catalog_sunat_24_9429","24",9429,"LETONIA",
"catalog_sunat_24_9431","24",9431,"LIBANO",
"catalog_sunat_24_9434","24",9434,"LIBERIA",
"catalog_sunat_24_9438","24",9438,"LIBIA",
"catalog_sunat_24_9440","24",9440,"LIECHTENSTEIN",
"catalog_sunat_24_9443","24",9443,"LITUANIA",
"catalog_sunat_24_9445","24",9445,"LUXEMBURGO",
"catalog_sunat_24_9447","24",9447,"MACAO",
"catalog_sunat_24_9448","24",9448,"MACEDONIA",
"catalog_sunat_24_9450","24",9450,"MADAGASCAR",
"catalog_sunat_24_9453","24",9453,"MADEIRA",
"catalog_sunat_24_9455","24",9455,"MALAYSIA",
"catalog_sunat_24_9458","24",9458,"MALAWI",
"catalog_sunat_24_9461","24",9461,"MALDIVAS",
"catalog_sunat_24_9464","24",9464,"MALI",
"catalog_sunat_24_9467","24",9467,"MALTA",
"catalog_sunat_24_9469","24",9469,"MARIANAS DEL NORTE, ISLAS",
"catalog_sunat_24_9472","24",9472,"MARSHALL, ISLAS",
"catalog_sunat_24_9474","24",9474,"MARRUECOS",
"catalog_sunat_24_9477","24",9477,"MARTINICA",
"catalog_sunat_24_9485","24",9485,"MAURICIO",
"catalog_sunat_24_9488","24",9488,"MAURITANIA",
"catalog_sunat_24_9493","24",9493,"MEXICO",
"catalog_sunat_24_9494","24",9494,"MICRONESIA, ESTADOS FEDERADOS DE",
"catalog_sunat_24_9495","24",9495,"MIDWAY ISLAS",
"catalog_sunat_24_9496","24",9496,"MOLDAVIA",
"catalog_sunat_24_9497","24",9497,"MONGOLIA",
"catalog_sunat_24_9498","24",9498,"MONACO",
"catalog_sunat_24_9501","24",9501,"MONTSERRAT, ISLA",
"catalog_sunat_24_9505","24",9505,"MOZAMBIQUE",
"catalog_sunat_24_9507","24",9507,"NAMIBIA",
"catalog_sunat_24_9508","24",9508,"NAURU",
"catalog_sunat_24_9511","24",9511,"NAVIDAD (CHRISTMAS), ISLA",
"catalog_sunat_24_9517","24",9517,"NEPAL",
"catalog_sunat_24_9521","24",9521,"NICARAGUA",
"catalog_sunat_24_9525","24",9525,"NIGER",
"catalog_sunat_24_9528","24",9528,"NIGERIA",
"catalog_sunat_24_9531","24",9531,"NIUE, ISLA",
"catalog_sunat_24_9535","24",9535,"NORFOLK, ISLA",
"catalog_sunat_24_9538","24",9538,"NORUEGA",
"catalog_sunat_24_9542","24",9542,"NUEVA CALEDONIA",
"catalog_sunat_24_9545","24",9545,"PAPUASIA NUEVA GUINEA",
"catalog_sunat_24_9548","24",9548,"NUEVA ZELANDA",
"catalog_sunat_24_9551","24",9551,"VANUATU",
"catalog_sunat_24_9556","24",9556,"OMAN",
"catalog_sunat_24_9566","24",9566,"PACIFICO, ISLAS DEL",
"catalog_sunat_24_9573","24",9573,"PAISES BAJOS",
"catalog_sunat_24_9576","24",9576,"PAKISTAN",
"catalog_sunat_24_9578","24",9578,"PALAU, ISLAS",
"catalog_sunat_24_9579","24",9579,"TERRITORIO AUTONOMO DE PALESTINA.",
"catalog_sunat_24_9580","24",9580,"PANAMA",
"catalog_sunat_24_9586","24",9586,"PARAGUAY",
"catalog_sunat_24_9589","24",9589,"PERU",
"catalog_sunat_24_9593","24",9593,"PITCAIRN, ISLA",
"catalog_sunat_24_9599","24",9599,"POLINESIA FRANCESA",
"catalog_sunat_24_9603","24",9603,"POLONIA",
"catalog_sunat_24_9607","24",9607,"PORTUGAL",
"catalog_sunat_24_9611","24",9611,"PUERTO RICO",
"catalog_sunat_24_9618","24",9618,"QATAR",
"catalog_sunat_24_9628","24",9628,"REINO UNIDO",
"catalog_sunat_24_9629","24",9629,"ESCOCIA",
"catalog_sunat_24_9633","24",9633,"REPUBLICA ARABE UNIDA",
"catalog_sunat_24_9640","24",9640,"REPUBLICA CENTROAFRICANA",
"catalog_sunat_24_9644","24",9644,"REPUBLICA CHECA",
"catalog_sunat_24_9645","24",9645,"REPUBLICA DE SWAZILANDIA",
"catalog_sunat_24_9646","24",9646,"REPUBLICA DE TUNEZ",
"catalog_sunat_24_9647","24",9647,"REPUBLICA DOMINICANA",
"catalog_sunat_24_9660","24",9660,"REUNION",
"catalog_sunat_24_9665","24",9665,"ZIMBABWE",
"catalog_sunat_24_9670","24",9670,"RUMANIA",
"catalog_sunat_24_9675","24",9675,"RUANDA",
"catalog_sunat_24_9676","24",9676,"RUSIA",
"catalog_sunat_24_9677","24",9677,"SALOMON, ISLAS",
"catalog_sunat_24_9685","24",9685,"SAHARA OCCIDENTAL",
"catalog_sunat_24_9687","24",9687,"SAMOA OCCIDENTAL",
